file_id,file_name,full_path,file_extension,file_size_bytes,file_size_mb,last_modified,current_folder,parent_folder,group_name,company_folder,company_code,web_url,download_url,matched_company_id,matched_company_name,document_type
"",12052023 Change Address for Service.pdf,Corporate/XX Original files/12052023 Change Address for Service.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",12052023 Chris Mills Add Authorised Person.pdf,Corporate/XX Original files/12052023 Chris Mills Add Authorised Person.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",12052023 James as ACNC added as authroised and not Add Responsible Person .pdf,Corporate/XX Original files/12052023 James as ACNC added as authroised and not Add Responsible Person .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",12052023 Warren Maris Add Authorised Person.pdf,Corporate/XX Original files/12052023 Warren Maris Add Authorised Person.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Add Andrew Clement Responsible Person.pdf,Corporate/XX Original files/Add Andrew Clement Responsible Person.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",ATO Endorsments.pdf,Corporate/XX Original files/ATO Endorsments.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Homes of Hope Business Plan_Mar2021.docx,Corporate/XX Original files/Homes of Hope Business Plan_Mar2021.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",LYW registering HOH Business Name Notification_1-HJOPPEY.PDF,Corporate/XX Original files/LYW registering HOH Business Name Notification_1-HJOPPEY.PDF,.PDF,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.PDF
"",05052022 Aaron Stops Being Secretary.pdf,Corporate/XX Original files/05052022 Aaron Stops Being Secretary.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",05052022 David and David.pdf,Corporate/XX Original files/05052022 David and David.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",18032022 Aaron.pdf,Corporate/XX Original files/18032022 Aaron.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",28032023 ASIC View company details.pdf,Corporate/XX Original files/28032023 ASIC View company details.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",362_ackdoc_178418542.pdf,Corporate/XX Original files/362_ackdoc_178418542.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Appoint New directors 484_ackdoc_178367301.pdf,Corporate/XX Original files/Appoint New directors 484_ackdoc_178367301.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",ASIC Livin the Dream View company details.pdf,Corporate/XX Original files/ASIC Livin the Dream View company details.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",ASIC View company details.pdf,Corporate/XX Original files/ASIC View company details.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",General Enquiry to ASIC .pdf,Corporate/XX Original files/General Enquiry to ASIC .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",HOH 362_ackdoc_178418545 (3).pdf,Corporate/XX Original files/HOH 362_ackdoc_178418545 (3).pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",HOMES OF HOPE LIMITED _ ACNC.pdf,Corporate/XX Original files/HOMES OF HOPE LIMITED _ ACNC.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",2017-18 Print _ Australian Taxation Office.pdf,Corporate/XX Original files/2017-18 Print _ Australian Taxation Office.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",2018-19 Print _ Australian Taxation Office.pdf,Corporate/XX Original files/2018-19 Print _ Australian Taxation Office.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",2019-20 Print _ Australian Taxation Office.pdf,Corporate/XX Original files/2019-20 Print _ Australian Taxation Office.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",7137267503913 (3).pdf,Corporate/XX Original files/7137267503913 (3).pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",ACNC Audit Report Love Your World 2018.pdf,Corporate/XX Original files/ACNC Audit Report Love Your World 2018.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",ACNC Audit Report Love Your World 2019.pdf,Corporate/XX Original files/ACNC Audit Report Love Your World 2019.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",ACNC Audit Report Love Your World 2020.pdf,Corporate/XX Original files/ACNC Audit Report Love Your World 2020.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",ATO Reversal  2019-20 Print _ Australian Taxation Office.pdf,Corporate/XX Original files/ATO Reversal  2019-20 Print _ Australian Taxation Office.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",ATO Reversal  2020-21 Print _ Australian Taxation Office.pdf,Corporate/XX Original files/ATO Reversal  2020-21 Print _ Australian Taxation Office.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",ATO Reversal 2018-19 Print _ Australian Taxation Office.pdf,Corporate/XX Original files/ATO Reversal 2018-19 Print _ Australian Taxation Office.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Communication History Print _ Australian Taxation Office.pdf,Corporate/XX Original files/Communication History Print _ Australian Taxation Office.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Summary Print _ Australian Taxation Office.pdf,Corporate/XX Original files/Summary Print _ Australian Taxation Office.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Giving Directors Access to LIVIN THE DREAM.pdf,Corporate/XX Original files/Giving Directors Access to LIVIN THE DREAM.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Homes of Hope Business Plan_Mar2021.docx,Corporate/XX Original files/Homes of Hope Business Plan_Mar2021.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Board Minutes 06 02 2023 HOH.pdf,Corporate/XX Original files/Board Minutes 06 02 2023 HOH.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Minutes 14 02 2023 HOH meeting.pdf,Corporate/XX Original files/Minutes 14 02 2023 HOH meeting.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Homes of Hope Limited Constitution.pdf,Corporate/XX Original files/Homes of Hope Limited Constitution.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",meeting notification.pdf,Corporate/XX Original files/meeting notification.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",members resolution.pdf,Corporate/XX Original files/members resolution.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",HOH - Interest Free Loan Facility Agreement - Khiroya.docx,Corporate/XX Original files/HOH - Interest Free Loan Facility Agreement - Khiroya.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",HOH - National Mortgage Document - Khiroya.docx,Corporate/XX Original files/HOH - National Mortgage Document - Khiroya.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Land Registry Release of Mortgage Form 3 version 4 - Khiroya.pdf,Corporate/XX Original files/Land Registry Release of Mortgage Form 3 version 4 - Khiroya.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Mortgage Conditions Annexure.docx,Corporate/XX Original files/Mortgage Conditions Annexure.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Titles Showing HOH Khiroya.pdf,Corporate/XX Original files/Titles Showing HOH Khiroya.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Titles Showing LYW Khiroya.pdf,Corporate/XX Original files/Titles Showing LYW Khiroya.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",HOH - Interest Free Loan Facility Agreement - Mansfield.docx,Corporate/XX Original files/HOH - Interest Free Loan Facility Agreement - Mansfield.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",HOH - National Mortgage Document - Mansfield.docx,Corporate/XX Original files/HOH - National Mortgage Document - Mansfield.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Land Registry Release of Mortgage Form 3 version 4 - Mansfield.pdf,Corporate/XX Original files/Land Registry Release of Mortgage Form 3 version 4 - Mansfield.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Title Showing HOH Mansfield.pdf,Corporate/XX Original files/Title Showing HOH Mansfield.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Title Showing LYW Mansfield.pdf,Corporate/XX Original files/Title Showing LYW Mansfield.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Khiroya Shared Equity .pdf,Corporate/XX Original files/Khiroya Shared Equity .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Mansfield Shared Equity.pdf,Corporate/XX Original files/Mansfield Shared Equity.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Homes Of Hope Ltd - Journal 118.pdf,Corporate/XX Original files/Homes Of Hope Ltd - Journal 118.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Homes_Of_Hope_Ltd_- Love Your World Loan Account.pdf,Corporate/XX Original files/Homes_Of_Hope_Ltd_- Love Your World Loan Account.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",03 January 2023 Statement.pdf,Corporate/XX Original files/03 January 2023 Statement.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Homes_Of_Hope_Ltd_-_Account_Transactions (1).pdf,Corporate/XX Original files/Homes_Of_Hope_Ltd_-_Account_Transactions (1).pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Journal Of Next Steps.docx,Corporate/XX Original files/Journal Of Next Steps.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",11. HOH - 03 May 2022 Statement.pdf,Corporate/XX Original files/11. HOH - 03 May 2022 Statement.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Impact Homes closure.PNG,Corporate/XX Original files/Impact Homes closure.PNG,.PNG,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.PNG
"",Invoice no. 3977 - dated 11 May 2022.pdf,Corporate/XX Original files/Invoice no. 3977 - dated 11 May 2022.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",400008209092-origin $387.48.pdf,Corporate/XX Original files/400008209092-origin $387.48.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",BP Rochedale - $198.50.PDF,Corporate/XX Original files/BP Rochedale - $198.50.PDF,.PDF,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.PDF
"",Coles and Bunnings - $124.PDF,Corporate/XX Original files/Coles and Bunnings - $124.PDF,.PDF,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.PDF
"",LoveLight Invoice INV-0106415 - $1787.50.pdf,Corporate/XX Original files/LoveLight Invoice INV-0106415 - $1787.50.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Origin Bill $387.48.pdf,Corporate/XX Original files/Origin Bill $387.48.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Sydney Tools - $449.PDF,Corporate/XX Original files/Sydney Tools - $449.PDF,.PDF,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.PDF
"",Homes of Hope Business Plan_Mar2021.docx,Corporate/XX Original files/Homes of Hope Business Plan_Mar2021.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",20231026_Further request for information_HoH.pdf,Corporate/XX Original files/20231026_Further request for information_HoH.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",HOH Questions.xlsx,Corporate/XX Original files/HOH Questions.xlsx,.xlsx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.xlsx
"",000 - HoH s353-10 Response - Final.pdf,Corporate/XX Original files/000 - HoH s353-10 Response - Final.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",A 01 - 05052022 Aaron Stops Being Secretary.pdf,Corporate/XX Original files/A 01 - 05052022 Aaron Stops Being Secretary.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",A 01 - 05052022 David and David.pdf,Corporate/XX Original files/A 01 - 05052022 David and David.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",A 01 - 18032022 Aaron.pdf,Corporate/XX Original files/A 01 - 18032022 Aaron.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",A 01 A Directors Letter AGM.docx,Corporate/XX Original files/A 01 A Directors Letter AGM.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",A 01 B Directors.xlsx,Corporate/XX Original files/A 01 B Directors.xlsx,.xlsx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.xlsx
"",A 01 D Members.xlsx,Corporate/XX Original files/A 01 D Members.xlsx,.xlsx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.xlsx
"",A 08 - Business Plan March 2021.docx,Corporate/XX Original files/A 08 - Business Plan March 2021.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",A 09 B Feaso - cashflow - Riverhills.pdf,Corporate/XX Original files/A 09 B Feaso - cashflow - Riverhills.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",A 09 B Feaso - Summary - Riverhills.pdf,Corporate/XX Original files/A 09 B Feaso - Summary - Riverhills.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",A 10 HOH 21 FY Balance Sheet Inc LTD.pdf,Corporate/XX Original files/A 10 HOH 21 FY Balance Sheet Inc LTD.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",A 10 HOH 21 FY Balance Sheet.pdf,Corporate/XX Original files/A 10 HOH 21 FY Balance Sheet.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",A 10 HOH 22 FY Balance Sheet Inc LTD.pdf,Corporate/XX Original files/A 10 HOH 22 FY Balance Sheet Inc LTD.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",A 10 HOH 22 FY Balance Sheet.pdf,Corporate/XX Original files/A 10 HOH 22 FY Balance Sheet.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",A 12 ASIC Share Transfer LYW to HOH 05052022.pdf,Corporate/XX Original files/A 12 ASIC Share Transfer LYW to HOH 05052022.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",A 14 Balance Sheet 21 FY LTD.pdf,Corporate/XX Original files/A 14 Balance Sheet 21 FY LTD.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",A 14 Balance Sheet 22 FY LTD.pdf,Corporate/XX Original files/A 14 Balance Sheet 22 FY LTD.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",A 14 Balance Sheet HOH.pdf,Corporate/XX Original files/A 14 Balance Sheet HOH.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",A 14 Balance Sheet LTD.pdf,Corporate/XX Original files/A 14 Balance Sheet LTD.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",A 14 Profit and Loss HOH.pdf,Corporate/XX Original files/A 14 Profit and Loss HOH.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",A 14 Profit and Loss LTD.pdf,Corporate/XX Original files/A 14 Profit and Loss LTD.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",A 15 - Bank Account Details.docx,Corporate/XX Original files/A 15 - Bank Account Details.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",B 01 - meeting notification.pdf,Corporate/XX Original files/B 01 - meeting notification.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",B 01 - members resolution.pdf,Corporate/XX Original files/B 01 - members resolution.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",B 01 Current - Homes of Hope Limited Constitution.pdf,Corporate/XX Original files/B 01 Current - Homes of Hope Limited Constitution.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",B 01 Original - Homes of Hope Limited Constitution.pdf,Corporate/XX Original files/B 01 Original - Homes of Hope Limited Constitution.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",B 02 AIS ACNC 21FY.pdf,Corporate/XX Original files/B 02 AIS ACNC 21FY.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",B 02 AIS ACNC 22FY.pdf,Corporate/XX Original files/B 02 AIS ACNC 22FY.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",B 02 Directors Update.docx,Corporate/XX Original files/B 02 Directors Update.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",B 03 - Moogerah Booking 2022-2023.xlsx,Corporate/XX Original files/B 03 - Moogerah Booking 2022-2023.xlsx,.xlsx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.xlsx
"",B 10 A HOH - LYW Loan Agreement.pdf,Corporate/XX Original files/B 10 A HOH - LYW Loan Agreement.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",B 10 Journal Transaction.pdf,Corporate/XX Original files/B 10 Journal Transaction.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",B 16 F 21 and 22 FY Homes_Of_Hope_Ltd_-_Journal_Report.xlsx,Corporate/XX Original files/B 16 F 21 and 22 FY Homes_Of_Hope_Ltd_-_Journal_Report.xlsx,.xlsx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.xlsx
"",B 16 F 21 FY Homes_Of_Hope_Ltd_-_General_Ledger_Detail.xlsx,Corporate/XX Original files/B 16 F 21 FY Homes_Of_Hope_Ltd_-_General_Ledger_Detail.xlsx,.xlsx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.xlsx
"",B 16 F 22 FY Homes_Of_Hope_Ltd_-_General_Ledger_Detail (1).xlsx,Corporate/XX Original files/B 16 F 22 FY Homes_Of_Hope_Ltd_-_General_Ledger_Detail (1).xlsx,.xlsx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.xlsx
"",B 16 G Homes Of Hope Ltd - Chart of Accounts.pdf,Corporate/XX Original files/B 16 G Homes Of Hope Ltd - Chart of Accounts.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",B 16 Signed - Homes of Hope - Consolidated Finanicals 2021.pdf,Corporate/XX Original files/B 16 Signed - Homes of Hope - Consolidated Finanicals 2021.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",B 16 Signed - Homes of Hope - Consolidated Finanicals 2022.pdf,Corporate/XX Original files/B 16 Signed - Homes of Hope - Consolidated Finanicals 2022.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",B 17 HOH - BOQ FY20-21 Statements.pdf,Corporate/XX Original files/B 17 HOH - BOQ FY20-21 Statements.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",B 17 HOH - BOQ FY21-22 Statements.pdf,Corporate/XX Original files/B 17 HOH - BOQ FY21-22 Statements.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",B 17 LTD BOQ FY20-21 Statements.pdf,Corporate/XX Original files/B 17 LTD BOQ FY20-21 Statements.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",B 17 LTD BOQ FY21-22 Statements.pdf,Corporate/XX Original files/B 17 LTD BOQ FY21-22 Statements.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",B 17 Next Steps Global BOQ FY20-21 Statements.pdf,Corporate/XX Original files/B 17 Next Steps Global BOQ FY20-21 Statements.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",B 17 Next Steps Global BOQ FY21-22 Statements.pdf,Corporate/XX Original files/B 17 Next Steps Global BOQ FY21-22 Statements.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",C1 - Homes Of Hope Ltd - Account Transactions.pdf,Corporate/XX Original files/C1 - Homes Of Hope Ltd - Account Transactions.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",C2 - Livin The Dream Pty Ltd - Account Transactions.pdf,Corporate/XX Original files/C2 - Livin The Dream Pty Ltd - Account Transactions.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",05052022 Aaron Stops Being Secretary.pdf,Corporate/XX Original files/05052022 Aaron Stops Being Secretary.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",05052022 David and David.pdf,Corporate/XX Original files/05052022 David and David.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",18032022 Aaron.pdf,Corporate/XX Original files/18032022 Aaron.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Schedule A 01 A Directors Letter AGM.docx,Corporate/XX Original files/Schedule A 01 A Directors Letter AGM.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Schedule A 01 B Directors.xlsx,Corporate/XX Original files/Schedule A 01 B Directors.xlsx,.xlsx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.xlsx
"",Schedule A 01 D Members.xlsx,Corporate/XX Original files/Schedule A 01 D Members.xlsx,.xlsx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.xlsx
"",Schedule A 08 Business Plan Mar 2021.docx,Corporate/XX Original files/Schedule A 08 Business Plan Mar 2021.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Schedule A 09 B Feaso - cashflow - Riverhills.pdf,Corporate/XX Original files/Schedule A 09 B Feaso - cashflow - Riverhills.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Schedule A 09 B Feaso - Summary - Riverhills.pdf,Corporate/XX Original files/Schedule A 09 B Feaso - Summary - Riverhills.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Schedule A 10 HOH 21 FY Balance Sheet Inc LTD.pdf,Corporate/XX Original files/Schedule A 10 HOH 21 FY Balance Sheet Inc LTD.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Schedule A 10 HOH 21 FY Balance Sheet.pdf,Corporate/XX Original files/Schedule A 10 HOH 21 FY Balance Sheet.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Schedule A 10 HOH 22 FY Balance Sheet Inc LTD.pdf,Corporate/XX Original files/Schedule A 10 HOH 22 FY Balance Sheet Inc LTD.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Schedule A 10 HOH 22 FY Balance Sheet.pdf,Corporate/XX Original files/Schedule A 10 HOH 22 FY Balance Sheet.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Schedule A 12 ASIC Share Transfer LYW to HOH 05052022.pdf,Corporate/XX Original files/Schedule A 12 ASIC Share Transfer LYW to HOH 05052022.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Schedule A 14 Balance Sheet 21 FY LTD.pdf,Corporate/XX Original files/Schedule A 14 Balance Sheet 21 FY LTD.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Schedule A 14 Balance Sheet 22 FY LTD.pdf,Corporate/XX Original files/Schedule A 14 Balance Sheet 22 FY LTD.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Schedule A 14 Balance Sheet HOH.pdf,Corporate/XX Original files/Schedule A 14 Balance Sheet HOH.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Schedule A 14 Balance Sheet LTD.pdf,Corporate/XX Original files/Schedule A 14 Balance Sheet LTD.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Schedule A 14 Profit and Loss HOH.pdf,Corporate/XX Original files/Schedule A 14 Profit and Loss HOH.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
